id,clutch,day_hatch,day_photo,temp,egg_treat,sp,Weigth,Distance.moved,Time_hide_sec,Time_snout_sec,Time_emerge_sec,SVL,Tail,Total,Tail_intact,day,speed_1m_s,burst_25cm,age,Notes,Notes.1,Notes.2.y
LG305_20,CL092_20,3/1/2021,21/2/2021,cold,control,Guich,0.23,491.232,2,97,380,22.188,30.59,52.778,Yes,2,4.74,1.48,49,,,
LG306_20,CL092_20,14/12/2020,11/2/2021,hot,control,Guich,0.49,502.659,18,1288,NA,26.816,NA,NA,Yes,2,6.96,2.29,59,tail tip is invisible,,
LG307_20,CL092_20,3/1/2021,21/2/2021,cold,ablated,Guich,0.257,1097.3,32,820,1317,23.207,31.873,55.08,Yes,2,4.82,1.63,49,,,
LG314_20,CL094_20,3/1/2021,2/3/2021,cold,ablated,Guich,0.197,1179.02,4,1049,1227,21.076,27.99,49.066,Yes,2,5.91,2.6,58,,,
LG315_20,CL094_20,15/12/2020,11/2/2021,hot,ablated,Guich,0.293,NA,2,815,1531,24.262,36.55,60.812,Yes,2,40.9,14,58,,,
LG316_20,CL095_20,19/12/2020,2/3/2021,hot,ablated,Guich,0.516,835.222,2,1365,NA,26.215,NA,NA,Yes,2,4.21,1.43,73,recorded as LG319,,
LG317_20,CL095_20,7/1/2021,21/2/2021,cold,control,Guich,0.339,982.04,20,497,1020,24.469,36.589,61.058,Yes,2,3.62,1.53,45,,,
LG318_20,CL095_20,17/12/2020,11/2/2021,hot,control,Guich,0.42,1110.85,3,157,275,27.078,42.079,69.157,Yes,2,4.46,1.77,56,,,
LG320_20,CL095_20,19/12/2020,31/1/2021,hot,ablated,Guich,0.402,403.348,6,303,NA,26.675,42.074,68.749,Yes,2,4.54,1.42,43,,,
LG321_20,CL095_20,7/1/2021,21/2/2021,cold,control,Guich,0.245,1031.07,18,26,403,22.872,31.149,54.021,Yes,2,3.81,1.05,45,,,
LG322_20,CL095_20,18/12/2020,31/1/2021,hot,control,Guich,0.347,680.993,3,1273,1347,26.293,38.721,65.014,Yes,2,5.21,1.42,44,,,
LG324_20,CL096_20,18/12/2020,31/1/2021,hot,ablated,Guich,0.393,536.52,2,2187,4032,26.835,NA,NA,Yes,2,3.64,1.15,44,tail tip is invisible,,
LG325_20,CL096_20,6/1/2021,21/2/2021,cold,control,Guich,0.299,551.449,21,1109,1394,23.306,36.422,59.728,Yes,2,2.87,0.91,46,,,
LG341_20,CL099_20,3/1/2021,2/3/2021,cold,ablated,Guich,0.241,1029.05,5,203,454,22.511,30.771,53.282,Yes,2,20.34,6.13,58,,,
LG366_20,CL106_20,8/1/2021,2/3/2021,cold,control,Guich,0.324,165.638,3,1433,2095,25.207,34.376,59.583,Yes,2,4.05,1.23,53,,,
LG368_20,CL107_20,18/12/2020,21/2/2021,hot,ablated,Guich,0.395,627.567,40,219,527,26.057,39.706,65.763,Yes,2,4.96,1.71,65,,,
LG377_20,CL110_20,8/1/2021,2/3/2021,cold,control,Guich,0.35,439.598,36,NA,NA,25.643,NA,NA,Yes,2,6.98,1.88,53,,,
LG411_20,CL122_20,25/12/2020,11/2/2021,hot,control,Guich,0.34,1578.71,4,495,1215,NA,NA,NA,Yes,2,5.83,2.48,48,cannot see cloaca,,
LG413_20,CL122_20,9/1/2021,21/2/2021,cold,control,Guich,0.299,500.229,16,859,1383,23.326,NA,NA,Yes,2,7.01,3.03,43,part of tail is invisible,,
LG414_20,CL122_20,24/12/2020,21/2/2021,hot,ablated,Guich,0.515,862.39,17,134,311,27.309,45.761,73.07,Yes,2,4.95,1.81,59,,,
LG450_20,CL133_20,30/12/2020,21/2/2021,hot,ablated,Guich,0.329,590.828,4,5415,NA,27.811,39.267,67.078,Yes,2,3.83,1.21,53,,,
LG455_20,CL135_20,31/12/2020,11/2/2021,hot,ablated,Guich,0.281,631.986,10,1293,1663,24.615,36.159,60.774,Yes,2,3.63,1.24,42,,,
LG457_20,CL136_20,31/12/2020,2/3/2021,hot,ablated,Guich,0.374,132.02,1,133,515,26.456,34.221,60.677,Yes,2,5.86,2.69,61,,,
LG467_20,CL139_20,2/1/2021,21/2/2021,hot,ablated,Guich,0.329,422.653,2,645,715,23.438,NA,NA,Yes,2,13.7,9.33,50,,,
LG548_20,CL161_20,10/1/2021,21/2/2021,hot,ablated,Guich,0.245,821.626,3,147,224,22.241,33.678,55.919,Yes,2,4.81,1.8,42,,,
LG549_20,CL161_20,10/1/2021,2/3/2021,hot,control,Guich,0.36,1134.42,9,751,3312,25.804,NA,NA,Yes,2,7.06,2.39,51,,,
LD021_20,CL007_20,1/12/2020,31/1/2021,cold,ablated,Deli,0.503,1036.1,NA,NA,NA,28.506,NA,NA,Yes,3,2.91,1.21,61,tail tip is invisible,,
LD027_20,CL008_20,8/12/2020,31/1/2021,cold,control,Deli,0.324,722.443,27,932,2376,25.34,36.999,62.339,Yes,3,2.38,0.65,54,,,
LD035_20,CL012_20,7/12/2020,11/2/2021,cold,control,Deli,0.359,45.4606,2,802,2945,26.035,35.531,61.566,Yes,3,3.19,1.08,66,,,
LD046_20,CL015_20,24/11/2020,31/1/2021,hot,ablated,Deli,0.321,63.0032,234,NA,NA,25.036,40.75,65.786,Yes,3,12.08,4.26,68,,,
LD047_20,CL015_20,10/12/2020,31/1/2021,cold,control,Deli,0.345,249.61,13,3017,4049,25.286,NA,NA,Yes,3,3.25,1,52,tail tip is invisible,,
LD049_20,CL016_20,14/12/2020,31/1/2021,cold,control,Deli,0.288,861.285,9,NA,NA,23.907,36.375,60.282,Yes,3,2.52,0.69,48,,,
LD050_20,CL016_20,16/12/2020,11/2/2021,cold,ablated,Deli,0.316,951.825,320,332,880,24.177,36.386,60.563,Yes,3,5.73,1.69,57,,,
LD058_20,CL019_20,24/11/2020,31/1/2021,hot,ablated,Deli,0.398,467.619,13,1147,1260,25.3,45.39,70.69,Yes,3,2.85,0.8,68,,,
LD061_20,CL020_20,25/11/2020,11/2/2021,hot,ablated,Deli,0.486,877.755,8,3860,NA,30.147,44.976,75.123,Yes,3,2.64,0.82,78,wrong V1.1,,
LD064_20,CL020_20,27/11/2020,21/2/2021,hot,control,Deli,0.472,622.611,16,1850,2076,25.883,NA,NA,Yes,3,1.94,0.58,86,has two photos,,
LD065_20,CL020_20,14/12/2020,21/2/2021,cold,control,Deli,0.55,128.411,24,1987,2589,NA,NA,NA,Yes,3,4.49,1.49,69,"no photo, probably with wrong ID (LD064)",,
LD074_20,CL023_20,19/12/2020,11/2/2021,cold,ablated,Deli,0.252,501.983,5,NA,NA,21.696,31.849,53.545,Yes,3,2.83,0.92,54,,,
LD076_20,CL023_20,18/12/2020,11/2/2021,cold,control,Deli,0.311,927.053,4,4253,NA,26.254,39.122,65.376,Yes,3,5.75,1.72,55,,,
LD090_20,CL027_20,16/12/2020,11/2/2021,cold,ablated,Deli,0.288,NA,12,314,465,23.669,35.379,59.048,Yes,3,1.72,0.56,57,,,
LD157_20,CL046_20,7/12/2020,11/2/2021,hot,control,Deli,0.314,1078.16,2,850,2299,24.832,33.64,58.472,Yes,3,3.12,0.92,66,,,
LD162_20,CL048_20,22/12/2020,31/1/2021,cold,ablated,Deli,0.273,461.072,8,1512,2752,22.761,29.021,51.782,Yes,3,3.24,1.25,40,,,
LD163_20,CL048_20,3/12/2020,2/3/2021,hot,ablated,Deli,0.403,462.851,3,2558,NA,26.14,43.022,69.162,Yes,3,6.25,1.74,89,,,
LD169_20,CL049_20,23/12/2020,11/2/2021,cold,control,Deli,0.328,1029.81,2,3707,5482,24.75,34.177,58.927,Yes,3,2.66,0.75,50,,,
LD172_20,CL050_20,3/12/2020,11/2/2021,hot,control,Deli,0.395,721.643,5,NA,NA,25.198,39.849,65.047,Yes,3,3.57,1.22,70,,,
LD173_20,CL050_20,23/12/2020,31/1/2021,cold,ablated,Deli,0.25,NA,NA,NA,NA,22.552,34.235,56.787,No,3,NA,0,39,tail drop during running,,"DAY 3 All NA, WRONG"
LD178_20,CL052_20,23/12/2020,11/2/2021,cold,ablated,Deli,0.252,914.252,9,284,NA,21.618,34.018,55.636,Yes,3,11.52,6.6,50,,,
LD181_20,CL052_20,23/12/2020,11/2/2021,cold,control,Deli,0.258,173.007,11,2146,2294,23.755,36.369,60.124,Yes,3,2.49,0.75,50,,,
LD182_20,CL053_20,27/12/2020,2/3/2021,cold,ablated,Deli,0.373,1087.85,5,3821,4276,25.429,40.404,65.833,Yes,3,19.19,11.09,65,,,
LD183_20,CL053_20,7/12/2020,21/2/2021,hot,ablated,Deli,0.476,240.34,2,4628,NA,27.473,NA,NA,Yes,3,8.17,5.73,76,,V2.3 wrong,
LD185_20,CL053_20,28/12/2020,2/3/2021,cold,control,Deli,0.296,911.627,1,2511,NA,23.516,31.79,55.306,Yes,3,4.03,1.21,64,,,
LD186_20,CL054_20,23/12/2020,31/1/2021,cold,ablated,Deli,0.29,104.514,11,1644,3305,23.113,32.654,55.767,Yes,3,4.63,1.74,39,,,
LD191_20,CL055_20,4/12/2020,31/1/2021,hot,ablated,Deli,0.363,1416.11,4,3134,3637,26.108,39.914,66.022,Yes,3,6.96,2.06,58,,,
LD192_20,CL055_20,24/12/2020,31/1/2021,hot,control,Deli,0.278,497.617,6,63,3101,22.841,NA,NA,Yes,3,7.22,2.2,38,,,
LD200_20,CL057_20,6/12/2020,11/2/2021,hot,control,Deli,0.331,832.52,1,NA,NA,25.999,NA,NA,Yes,3,4.09,1.44,67,tail tip is invisible,,
LD201_20,CL057_20,26/12/2020,11/2/2021,cold,control,Deli,0.268,912.871,2,1423,2029,23.051,38.254,61.305,Yes,3,4.65,2.97,47,,,
LD202_20,CL058_20,24/12/2020,21/2/2021,cold,ablated,Deli,0.262,1030.58,55,1804,2008,22.082,NA,NA,Yes,3,5.02,2.74,59,,,
LD204_20,CL058_20,6/12/2020,31/1/2021,hot,control,Deli,0.316,513.59,2,2006,3776,25.541,29.456,54.997,Yes,3,5.99,1.61,56,,,
LD209_20,CL059_20,24/12/2020,31/1/2021,cold,control,Deli,0.255,930.684,61,896,946,22.109,36.438,58.547,Yes,3,3.16,1.38,38,,Second run; turn back several times,
LD227_20,CL066_20,5/12/2020,11/2/2021,hot,ablated,Deli,0.322,793.288,5,4382,NA,27.068,NA,NA,Yes,3,15.03,5.55,68,tail tip is invisible,,
LD228_20,CL066_20,6/12/2020,11/2/2021,hot,control,Deli,0.334,721.355,33,NA,NA,25.13,36.875,62.005,Yes,3,3,0.99,67,,,
LD237_20,CL069_20,7/12/2020,1/2/2021,hot,control,Deli,0.374,844.186,3,NA,NA,25.094,38.84,63.934,Yes,3,3.97,1.28,56,weight and photo on Mon,,
LD238_20,CL069_20,23/12/2020,11/2/2021,cold,control,Deli,0.24,886.48,21,1475,2156,22.569,31.419,53.988,Yes,3,2.5,0.73,50,,,
LD241_20,CL070_20,25/12/2020,31/1/2021,cold,ablated,Deli,0.251,381.497,6,NA,NA,21.882,33.909,55.791,Yes,3,4.84,1.35,37,,,
LD242_20,CL070_20,8/12/2020,21/2/2021,hot,ablated,Deli,0.471,730.126,8,2605,4177,26.523,42.097,68.62,Yes,3,3.82,1.01,75,,,
LD243_20,CL070_20,25/12/2020,31/1/2021,cold,ablated,Deli,0.211,764.838,29,121,667,22.596,31.302,53.898,Yes,3,8.29,2.74,37,,,
LD257_20,Cl076_20,28/12/2020,11/2/2021,cold,ablated,Deli,0.259,777.678,5,1238,3108,21.873,33.795,55.668,Yes,3,3.68,1.36,45,,,
LD258_20,Cl076_20,8/12/2020,31/1/2021,hot,ablated,Deli,0.257,809.597,6,2872,4074,23.566,36.614,60.18,Yes,3,3.83,1.2,54,,,
LD263_20,CL078_20,12/12/2020,31/1/2021,hot,control,Deli,0.394,990.328,NA,NA,NA,27.002,42.175,69.177,Yes,3,4.49,1.37,50,,,
LD264_20,CL078_20,11/12/2020,21/2/2021,hot,ablated,Deli,0.383,786.662,2,2040,4263,25.559,40.586,66.145,Yes,3,2.46,0.89,72,,,
LD269_20,CL079_20,28/12/2020,21/2/2021,cold,control,Deli,0.383,909.59,7,829,2977,24.703,32.739,57.442,Yes,3,7,2.41,55,,,
LD280_20,CL084_20,11/12/2020,11/2/2021,hot,control,Deli,0.277,628.87,10,1243,1868,23.846,36.798,60.644,Yes,3,3.87,1.4,62,,,
LD281_20,CL084_20,11/12/2020,21/2/2021,hot,ablated,Deli,0.429,206.895,41,39,4419,26.948,37.733,64.681,Yes,3,3.78,1.45,72,,,
LD282_20,CL084_20,29/12/2020,11/2/2021,cold,ablated,Deli,0.229,505.737,15,NA,NA,23.016,31.173,54.189,Yes,3,5.78,1.82,44,,,
LD283_20,CL084_20,29/12/2020,21/2/2021,cold,control,Deli,0.295,664.541,1,1534,3429,22.994,34.573,57.567,Yes,3,3.74,1.12,54,,,
LD287_20,CL086_20,24/12/2020,31/1/2021,cold,control,Deli,0.21,451.075,27,1498,2332,20.72,31.569,52.289,Yes,3,2.79,0.91,38,,,
LD290_20,CL086_20,8/12/2020,31/1/2021,hot,control,Deli,0.362,707.942,4,1365,2870,26.745,35.738,62.483,Yes,3,3.81,1.36,54,,,
LD291_20,CL087_20,30/12/2020,21/2/2021,cold,control,Deli,0.312,397.446,2,1052,2274,24.936,35.737,60.673,No,3,4.04,1.22,53,stick to tape and drop ~2cm tail before sprint speed,,
LD292_20,CL087_20,30/12/2020,21/2/2021,cold,ablated,Deli,0.327,1425.68,1,1544,2622,23.439,41.258,64.697,Yes,3,3.22,1.01,53,,,
LD294_20,CL087_20,12/12/2020,11/2/2021,hot,control,Deli,0.416,903.692,8,698,945,26.394,40.788,67.182,Yes,3,3.59,0.98,61,,,
LD311_20,CL093_20,31/12/2020,21/2/2021,cold,ablated,Deli,0.276,519.224,2,NA,NA,22.91,32.631,55.541,Yes,3,9.78,7.79,52,,,
LD312_20,CL093_20,13/12/2020,2/3/2021,hot,ablated,Deli,0.325,400.088,1,2023,NA,24.108,40.238,64.346,Yes,3,5.13,2.63,79,,,
LD332_20,CL097_20,15/12/2020,21/2/2021,hot,control,Deli,0.351,955.304,77,573,3959,25.365,NA,NA,Yes,3,4.33,1.44,68,,,
LD333_20,CL097_20,2/1/2021,2/3/2021,cold,ablated,Deli,0.263,1341.85,4,505,1192,22.451,32.773,55.224,Yes,3,20.13,16.29,59,,,
LD336_20,CL098_20,14/12/2020,2/3/2021,hot,control,Deli,0.327,91.8333,2,NA,NA,21.897,NA,NA,Yes,3,3.86,1.13,78,,,
LD342_20,CL100_20,27/12/2020,31/1/2021,cold,control,Deli,0.248,681.754,NA,NA,NA,23.881,33.619,57.5,Yes,3,3.16,0.9,35,,,
LD345_20,CL101_20,31/12/2020,2/3/2021,cold,control,Deli,0.302,235.501,48,2894,4280,23.633,31.347,54.98,Yes,3,3.23,1.09,61,,,
LD349_20,CL102_20,3/1/2021,2/3/2021,cold,control,Deli,0.22,286.105,1,1137,2207,21.164,31.841,53.005,Yes,3,2.63,0.69,58,,,
LD353_20,CL103_20,17/12/2020,2/3/2021,hot,control,Deli,0.398,1119.82,10,1310,1872,24.029,NA,NA,Yes,3,2.21,0.71,75,,,
LD358_20,CL104_20,3/1/2021,21/2/2021,cold,ablated,Deli,0.192,790.438,3,2315,3541,20.821,24.967,45.788,Yes,3,2.78,0.84,49,,,
LD361_20,CL104_20,18/12/2020,31/1/2021,hot,ablated,Deli,0.257,1034.77,2,2044,2914,21.392,35.761,57.153,Yes,3,8.75,3.11,44,,,
LD365_20,CL105_20,15/12/2020,11/2/2021,hot,ablated,Deli,0.256,1535.96,35,332,424,22.08,34.559,56.639,Yes,3,3.4,1.02,58,,,
LD374_20,CL109_20,19/12/2020,11/2/2021,hot,ablated,Deli,0.228,769.589,2,NA,NA,21.585,NA,NA,Yes,3,6.22,2.03,54,tail tip is invisible,,
LD378_20,CL111_20,7/1/2021,21/2/2021,cold,ablated,Deli,0.299,869.699,5,126,1808,22.926,30.196,53.122,Yes,3,9.99,2.86,45,,,
LD383_20,CL111_20,19/12/2020,11/2/2021,hot,ablated,Deli,0.242,404.973,48,NA,NA,23.146,35.483,58.629,Yes,3,3.22,0.93,54,,,
LD386_20,CL112_20,9/1/2021,2/3/2021,cold,ablated,Deli,0.334,466.942,6,316,883,23.609,29.225,52.834,Yes,3,3.34,1.12,52,,,
LD387_20,CL112_20,22/12/2020,21/2/2021,hot,ablated,Deli,0.418,480.632,12,1351,2276,27.17,41.069,68.239,Yes,3,5.23,1.86,61,,,
LD390_20,CL114_20,6/1/2021,21/2/2021,cold,ablated,Deli,0.242,917.995,13,1803,NA,21.512,32.253,53.765,Yes,3,7.85,5.13,46,,,
LD396_20,CL115_20,7/1/2021,2/3/2021,cold,control,Deli,0.279,498.125,17,2454,2581,24.188,34.132,58.32,Yes,3,2.65,0.75,54,,,
LD408_20,CL120_20,8/1/2021,2/3/2021,cold,ablated,Deli,0.349,241.621,7,4847,NA,25.893,34.618,60.511,Yes,3,4.58,1.23,53,,,
LD416_20,CL123_20,9/1/2021,21/2/2021,cold,control,Deli,0.252,632.398,3,3833,NA,23.622,29.731,53.353,Yes,3,2.81,0.8,43,,,
LD419_20,CL124_20,27/12/2020,31/1/2021,hot,control,Deli,0.196,681.459,6,NA,NA,21.269,27.942,49.211,Yes,3,6.49,2.94,35,,,
LD423_20,CL125_20,25/12/2020,21/2/2021,hot,ablated,Deli,0.28,558.782,3,1327,1926,23.383,28.544,51.927,No,3,12.5,4.12,58,,drop 1cm tail,
LD426_20,CL125_20,10/1/2021,21/2/2021,cold,control,Deli,0.209,613.425,7,2843,3693,21.322,30.629,51.951,Yes,3,3.44,1.37,42,,,
LD430_20,CL127_20,26/12/2020,31/1/2021,hot,ablated,Deli,0.226,NA,NA,NA,NA,NA,NA,NA,Yes,3,NA,0,36,cannot see cloaca,V2.2 wrong,"DAY 3 All NA, WRONG"
LD432_20,CL127_20,28/12/2020,21/2/2021,hot,control,Deli,0.33,664.865,168,NA,NA,23.24,34.173,57.413,Yes,3,2.36,0.68,55,,,
LD442_20,CL129_20,28/12/2020,11/2/2021,hot,ablated,Deli,0.238,779.085,2,1793,2457,22.747,NA,NA,Yes,3,2.34,0.66,45,tail tip is invisible,,
LD469_20,CL140_20,3/1/2021,21/2/2021,hot,control,Deli,0.208,848.604,5,NA,NA,20.377,27.697,48.074,Yes,3,7.02,2.3,49,,,
LD482_20,CL142_20,31/12/2020,2/3/2021,hot,ablated,Deli,0.308,387.933,12,NA,NA,23.152,36.71,59.862,Yes,3,5.34,1.51,61,,,
LD490_20,CL145_20,1/1/2021,2/3/2021,hot,ablated,Deli,0.291,199.68,4,4604,NA,24.117,36.264,60.381,Yes,3,5.45,1.55,60,,,
LD493_20,CL146_20,7/1/2021,21/2/2021,hot,control,Deli,0.228,711.105,9,639,712,20.539,31.12,51.659,Yes,3,2.91,0.88,45,,,
LD496_20,CL147_20,29/12/2020,21/2/2021,hot,control,Deli,0.335,518.938,3,2764,3718,NA,NA,NA,Yes,3,4.52,1.42,54,no photo,,
LD503_20,CL149_20,5/1/2021,2/3/2021,hot,control,Deli,0.301,1082.36,2,1431,NA,24.616,32.74,57.356,Yes,3,9.05,3.49,56,,,
LD532_20,CL155_20,4/1/2021,2/3/2021,hot,control,Deli,0.28,194.128,19,2666,4359,24.072,36.011,60.083,Yes,3,2.49,0.83,57,,,
LG029_20,CL009_20,8/12/2020,31/1/2021,cold,control,Guich,0.387,1775.3,NA,NA,NA,27.189,NA,NA,Yes,3,2.83,0.93,54,tail tip is invisible,,
LG032_20,CL011_20,11/12/2020,31/1/2021,cold,control,Guich,0.397,726.237,12,18,749,27.205,NA,NA,Yes,3,9.35,4.13,51,,,
LG039_20,CL013_20,9/12/2020,31/1/2021,cold,control,Guich,0.376,1103.15,144,648,869,28.52,NA,NA,Yes,3,6.34,2.13,53,tail tip is invisible,*came out to catch a spider! Haha. After that 10:54:03,
LG053_20,CL017_20,13/12/2020,31/1/2021,cold,ablated,Guich,0.379,743.343,3,1131,3535,NA,NA,NA,Yes,3,4.05,1.72,49,too blurred to set scale,,
LG055_20,CL018_20,26/11/2020,21/2/2021,hot,control,Guich,0.575,NA,31,673,3653,29.692,45.963,75.655,No,3,7.73,2.78,87,stick to tape before sprint speed,,
LG056_20,CL018_20,16/12/2020,31/1/2021,cold,ablated,Guich,0.401,1011.75,6,4597,5132,24.392,37.651,62.043,Yes,3,11.55,3.21,46,,,
LG067_20,CL021_20,27/11/2020,31/1/2021,hot,ablated,Guich,0.564,325.124,4,702,1016,27.499,42.231,69.73,Yes,3,4.25,1.53,65,,,
LG068_20,CL021_20,27/11/2020,31/1/2021,hot,control,Guich,0.479,696.964,1,466,1034,29.281,39.712,68.993,Yes,3,3.17,1.38,65,,,
LG069_20,CL022_20,17/12/2020,31/1/2021,cold,control,Guich,0.327,559.346,70,236,598,24.957,38.847,63.804,Yes,3,2.93,1.17,45,,,
LG084_20,CL025_20,25/12/2020,2/3/2021,cold,control,Guich,0.469,863.049,15,938,1454,NA,NA,NA,Yes,3,4.17,1.46,67,"no photo, probably with wrong ID",,
LG087_20,CL026_20,1/12/2020,11/2/2021,hot,ablated,Guich,0.532,363.609,3,547,5234,31.193,46.487,77.68,Yes,3,2.9,1.15,72,,,
LG088_20,CL026_20,21/12/2020,21/2/2021,cold,ablated,Guich,0.374,745.028,43,145,646,NA,NA,NA,Yes,3,3.25,1.32,62,cannot see cloaca,V2.4 wrong,
LG089_20,CL026_20,21/12/2020,31/1/2021,cold,control,Guich,0.416,1309.1,2,127,1613,27.481,41.226,68.707,Yes,3,5.17,2.31,41,,,second run
LG097_20,CL029_20,2/12/2020,31/1/2021,hot,ablated,Guich,0.457,739.742,7,362,902,26.372,43.668,70.04,Yes,3,5.02,1.36,60,,,
LG100_20,CL029_20,21/12/2020,11/2/2021,cold,ablated,Guich,0.388,1765.7,39,190,476,27.365,39.322,66.687,Yes,3,2.07,0.63,52,wrong V1.1,,
LG101_20,CL029_20,1/12/2020,31/1/2021,hot,control,Guich,0.461,801.423,172,1937,NA,29.664,42.346,72.01,Yes,3,2.39,0.91,61,,,
LG102_20,CL029_20,22/12/2020,31/1/2021,cold,control,Guich,0.359,740.609,7,1464,NA,23.94,35.209,59.149,Yes,3,11.17,4.07,40,,,
LG104_20,CL030_20,23/12/2020,21/2/2021,cold,ablated,Guich,0.545,901.169,2,1143,4889,26.245,41.193,67.438,Yes,3,5.14,1.83,60,,,
LG109_20,CL030_20,23/12/2020,11/2/2021,cold,ablated,Guich,0.333,1648.01,43,1000,1418,23.241,35.779,59.02,Yes,3,3.75,1.31,50,,,
LG111_20,CL031_20,21/12/2020,11/2/2021,cold,ablated,Guich,0.342,1772.71,41,271,643,25.947,37.045,62.992,Yes,3,5.35,1.55,52,,,
LG112_20,CL031_20,23/12/2020,11/2/2021,cold,ablated,Guich,0.355,773.12,15,27,587,25.916,39.144,65.06,Yes,3,3.42,1.23,50,,,
LG113_20,CL031_20,20/12/2020,11/2/2021,cold,control,Guich,0.313,1572.88,81,994,1220,25.495,37.362,62.857,Yes,3,3.54,1.51,53,,,
LG118_20,CL032_20,22/12/2020,11/2/2021,cold,control,Guich,0.306,600.796,3,216,1100,23.163,32.574,55.737,Yes,3,4.44,1.41,51,,,
LG121_20,CL033_20,3/12/2020,31/1/2021,cold,ablated,Guich,0.422,417.782,2,1064,2832,24.419,34.841,59.26,Yes,3,2.94,0.85,59,,,
LG122_20,CL034_20,4/12/2020,31/1/2021,hot,ablated,Guich,0.346,1036.87,5,795,908,25.821,36.934,62.755,Yes,3,3.4,1.01,58,,,
LG135_20,CL038_20,6/12/2020,11/2/2021,hot,control,Guich,0.529,661.918,1,104,1463,28.481,NA,NA,Yes,3,3.08,1.13,67,tail tip is invisible,,
LG141_20,CL040_20,24/12/2020,31/1/2021,cold,ablated,Guich,0.468,1393.79,28,199,1922,26.249,41.329,67.578,Yes,3,4.67,1.74,38,,,
LG142_20,CL041_20,26/12/2020,21/2/2021,cold,ablated,Guich,0.346,424.755,3,889,2459,25.001,NA,NA,Yes,3,3.16,1.51,57,,,
LG144_20,CL042_20,3/12/2020,31/1/2021,hot,ablated,Guich,0.453,2055.46,25,30,86,27.927,40.804,68.731,Yes,3,4.4,2.14,59,,,
LG145_20,CL043_20,6/12/2020,11/2/2021,hot,control,Guich,0.393,1099.34,6,14,148,27.189,37.898,65.087,Yes,3,5.31,2.67,67,,,
LG147_20,CL044_20,29/12/2020,21/2/2021,cold,ablated,Guich,0.416,1259.27,5,358,1057,NA,NA,NA,Yes,3,4.25,1.54,54,no photo,,
LG148_20,CL044_20,6/12/2020,11/2/2021,hot,ablated,Guich,0.439,695.148,3,295,1010,28.577,39.293,67.87,Yes,3,3.12,1,67,,,
LG149_20,CL044_20,7/12/2020,31/1/2021,hot,control,Guich,0.441,1002.34,3,1503,1522,29.464,36.962,66.426,Yes,3,3.83,1.47,55,V1.2 wrong,,
LG150_20,CL044_20,29/12/2020,11/2/2021,cold,control,Guich,0.326,719.752,1,2135,NA,24.868,33.603,58.471,Yes,3,16.29,5.73,44,,,
LG159_20,CL047_20,7/12/2020,2/3/2021,hot,control,Guich,0.59,716.695,21,58,1293,28.258,49.537,77.795,Yes,3,9,4.03,85,,,
LG160_20,CL047_20,24/12/2020,31/1/2021,cold,ablated,Guich,0.476,809.354,2,8,335,28.591,39.573,68.164,Yes,3,11.51,4.48,38,,,
LG174_20,CL051_20,26/12/2020,31/1/2021,cold,ablated,Guich,0.367,866.166,72,408,499,24.941,NA,NA,No,3,5.01,1.58,36,drop 1cm tail before measurement,,
LG176_20,CL051_20,6/12/2020,21/2/2021,hot,control,Guich,0.626,603.834,11,3068,NA,30.107,50.163,80.27,Yes,3,5.66,2.31,77,,,
LG195_20,CL056_20,8/12/2020,21/2/2021,hot,control,Guich,0.469,369.508,7,84,1817,29.483,41.951,71.434,Yes,3,3.25,1.25,75,,,
LG197_20,CL056_20,29/12/2020,11/2/2021,cold,ablated,Guich,0.254,1463.03,8,3586,4073,24.01,32.081,56.091,Yes,3,2.68,0.85,44,,,
LG212_20,CL061_20,9/12/2020,31/1/2021,hot,control,Guich,0.416,1106.64,5,NA,NA,26.336,NA,NA,Yes,3,2.74,0.91,53,tail tip is invisible,,
LG213_20,CL061_20,30/12/2020,11/2/2021,cold,ablated,Guich,0.278,779.655,1,13,613,22.356,31.747,54.103,Yes,3,3.63,1.29,43,,,
LG214_20,CL062_20,9/12/2020,2/3/2021,hot,control,Guich,0.505,685.236,23,171,564,28.484,43.116,71.6,Yes,3,3.82,1.45,83,,,
LG217_20,CL063_20,8/12/2020,11/2/2021,hot,control,Guich,0.451,713.993,12,13,NA,26.533,41.963,68.496,Yes,3,3.28,0.98,65,,,
LG219_20,CL064_20,10/12/2020,2/3/2021,hot,control,Guich,0.61,1096.53,7,1250,1324,27.977,49.313,77.29,Yes,3,4.71,1.7,82,,,
LG220_20,CL064_20,9/12/2020,21/2/2021,hot,ablated,Guich,0.56,991.895,1,NA,NA,30.116,49.127,79.243,Yes,3,3.21,1.07,74,,,
LG222_20,CL065_20,27/12/2020,2/3/2021,cold,ablated,Guich,0.431,1336.11,76,93,394,27.374,38.701,66.075,Yes,3,3.59,1.33,65,has two photos,,
LG224_20,CL065_20,8/12/2020,21/2/2021,hot,control,Guich,0.445,1151.37,2,50,386,26.458,40.514,66.972,Yes,3,4.33,1.57,75,,,
LG225_20,CL065_20,29/12/2020,11/2/2021,cold,control,Guich,0.267,984.173,18,575,721,23.143,34.289,57.432,Yes,3,5.12,1.49,44,,,
LG230_20,CL067_20,30/12/2020,21/2/2021,cold,control,Guich,0.321,612.51,49,274,1396,25.059,34.191,59.25,Yes,3,2.65,0.85,53,,,
